,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
19664,SFGTH_pos,S-Formylglutathione_hydralase,Tyrosine_metabolism,Precursor,ESD
19665,ASP1DC_pos,aspartate_1-decarboxylase,beta-Alanine_metabolism,Precursor,GAD1
19666,A_MANASEly_pos,alpha-mannosidase__lysosomal,N-glycan_degradation,Precursor,MAN2B1
19667,B_MANNASEly_pos,beta-mannosidase__lysosomal,N-glycan_degradation,Precursor,MANBA
19668,MM5ag_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19669,DOLPMT1_Ler_pos,dolichyl-phosphate-mannose-glycolipid_alpha-mannosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG3
19670,M14NTg_pos,beta-1_4-mannosyl-glycoprotein_4-beta-N-acetylglucosaminyltransferase,N-glycan_synthesis,Precursor,MGAT3
19671,DOLPMT1_Uer_pos,dolichyl-phosphate-mannose-glycolipid_alpha-mannosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG3
19672,GLCNACPT_U_pos,UDP-GlcNAc:dolichol-phosphate_GlcNAc_phosphotransferase_(uterus),N-glycan_synthesis,Precursor,DPAGT1
19673,MM8Cg_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19674,MM8Ag_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19675,MM7Cbg_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19676,MM7Cag_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19677,MG1er_pos,mannosyl-oligosaccharide_glucosidase__endoplasmic_reticulum,N-glycan_synthesis,Precursor,MOGS
19678,DOLPGT2_Uer_pos,dolichyl-phosphate-glucose-glycolipid_alpha-glucosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG8
19679,DOLPGT2_Ler_pos,dolichyl-phosphate-glucose-glycolipid_alpha-glucosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG8
19680,DOLPGT1_Uer_pos,dolichyl-phosphate-glucose-glycolipid_alpha-glucosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG6
19681,DOLPGT1_Ler_pos,dolichyl-phosphate-glucose-glycolipid_alpha-glucosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG6
19682,DOLASNT_Ler_pos,Dolichyl-diphosphooligosaccharide:protein-L-asparagine_oligopolysaccharidotransferase_(liver),N-glycan_synthesis,Precursor,DAD1
19683,DOLASNT_Uer_pos,Dolichyl-diphosphooligosaccharide:protein-L-asparagine_oligopolysaccharidotransferase_(uterus),N-glycan_synthesis,Precursor,DAD1
19684,DOLDPP_Ler_pos,Dolichyl-diphosphate_phosphohydrolase__human_(liver),N-glycan_synthesis,Precursor,DOLPP1
19685,DOLDPP_Uer_pos,Dolichyl-diphosphate_phosphohydrolase__human_(uterus),N-glycan_synthesis,Precursor,DOLPP1
19686,M16NTg_pos,alpha-1_6-mannosyl-glycoprotein_2-beta-N-acetylglucosaminyltransferase,N-glycan_synthesis,Precursor,MGAT2
19687,G13MT_U_pos,Glycolipid_1_3-alpha-D-mannosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG2
19688,DOLPMT_U_pos,Dolichyl-phosphate_D-mannosyltransferase_(uterus),N-glycan_synthesis,Precursor,DPM2
19689,BDMT_U_pos,GDPmannose:chitobiosyldiphosphodolichol_beta-D-mannosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG1
19690,DOLPMT_L_pos,Dolichyl-phosphate_D-mannosyltransferase_(liver),N-glycan_synthesis,Precursor,DPM2
19691,MM6bg_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1A
19692,G13MT_L_pos,Glycolipid_1_3-alpha-D-mannosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG2
19693,BDMT_L_pos,GDPmannose:chitobiosyldiphosphodolichol_beta-D-mannosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG1
19694,M13N2Tg_pos,alpha-1_3-mannosyl-glycoprotein_2-beta-N-acetylglucosaminyltransferase,N-glycan_synthesis,Precursor,MGAT1
19695,M1316Mg_pos,mannosyl-oligosaccharide_1_3-1_6-alpha-mannosidase,N-glycan_synthesis,Precursor,MAN2A1
19696,GLCNACPT_L_pos,UDP-GlcNAc:dolichol-phosphate_GlcNAc_phosphotransferase_(liver),N-glycan_synthesis,Precursor,DPAGT1
19697,DOLPMT3_Uer_pos,dolichyl-phosphate-mannose-glycolipid_alpha-mannosyltransferase_(uterus),N-glycan_synthesis,Precursor,ALG12
19698,DOLPMT3_Ler_pos,dolichyl-phosphate-mannose-glycolipid_alpha-mannosyltransferase_(liver),N-glycan_synthesis,Precursor,ALG12
19699,PMANM_neg,phosphomannomutase,Fructose_and_mannose_metabolism,Precursor,PGM1
19700,AHEXASE2ly_pos,beta-N-acetylhexosaminidase__lysosomal,N-glycan_degradation,Precursor,HEXA
19701,GASNASE2ly_pos,glycosylasparaginase__lysosomal,N-glycan_degradation,Precursor,AGA
19702,r0363_pos,Glycolysis_/_Glyconeogenesis_EC:2.7.1.1,Aminosugar_metabolism,Precursor,HK1
19703,MDHm_neg,malate_dehydrogenase__mitochondrial,Citric_acid_cycle,Precursor,MDH1
19704,DNDPt52m_pos,dCTP_transport_via_dUDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19705,DNDPt51m_pos,dCTP_transport_via_dCDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19706,FAOXC204_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19707,SMS_pos,Sphingomyelin_synthase_(homo_sapiens),Sphingolipid_metabolism,Precursor,SGMS1
19708,CERT1gt_neg,ceramide_transport_protein,Transport__golgi_apparatus,Precursor,COL4A3BP
19709,SMPD3g_pos,sphingomyelin_phosphodiesterase_3__neutral_membrane_(neutral_sphingomyelinase_II),Sphingolipid_metabolism,Precursor,ENPP7
19710,GTHPm_pos,glutathione_peroxidase__mitochondria,Glutathione_metabolism,Precursor,GPX1
19711,r0022_neg,glutathione:NAD+_oxidoreductase_Glutamate_metabolism_EC:1.8.1.7,Glutathione_metabolism,Precursor,GSR
19712,DNDPt47m_pos,dTTP_transport_via_dTDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19713,AMACRp_pos,alpha-methylacyl-CoA_racemase,Bile_acid_synthesis,Precursor,AMACR
19714,ACOX2x_pos,acyl-Coenzyme_A_oxidase_2__branched_chain,Bile_acid_synthesis,Precursor,ACOX2
19715,r2526_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Precursor,SLC43A1
19716,FAS180COA_pos,fatty-acyl-CoA_synthase_(n-C18:0CoA),Fatty_acid_synthesis,Precursor,ELOVL2
19717,41R1H2MAE12BOOX_pos,4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1_2-benzenediol:oxygen_oxidoreductase(deaminating)(flavin-containing),Tyrosine_metabolism,Precursor,MAOA
19718,KAS8_pos,b-ketoacyl_synthetase_(palmitate__n-C16:0),Fatty_acid_synthesis,Precursor,ELOVL2
19719,MAOX_pos,Methylamine_oxidase,Tyrosine_metabolism,Precursor,AOC1
19720,GLUDC_pos,Glutamate_Decarboxylase,Glutamate_metabolism,Precursor,GAD1
19721,r0013_pos,beta-N-acetylhexosaminidase_Aminosugars_metabolism_EC:3.2.1.52,Aminosugar_metabolism,Precursor,HEXA
19722,DNDPt46m_pos,dTTP_transport_via_dUDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19723,DNDPt50m_pos,dTTP_transport_via_dCDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19724,DNDPt49m_pos,dTTP_transport_via_dADP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19725,RE0688E_pos,RE0688,Urea_cycle,Precursor,AOC1
19726,ME1m_pos,malic_enzyme_(NAD)__mitochondrial,Pyruvate_metabolism,Precursor,ME2
19727,RE2513E_pos,RE2513,Miscellaneous,Precursor,LPO
19728,r2532_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Precursor,SLC43A1
19729,r2525_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Precursor,SLC43A1
19730,DNDPt48m_pos,dTTP_transport_via_dGDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19731,DNDPt55m_pos,dCTP_transport_via_ADP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19732,FAOXC180_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19733,ACTLMO_pos,acetol_monooxygenase,Pyruvate_metabolism,Precursor,CYP2E1
19734,CYTDt_pos,cytidine_facilated_transport_in_cytosol,Transport__extracellular,Precursor,SLC29A1
19735,DNDPt7m_pos,dATP_transport_via_dADP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19736,DNDPt4m_pos,dATP_transport_via_dUDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19737,DNDPt5m_pos,dATP_transport_via_dTDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19738,DNDPt3m_pos,dATP_transport_via_dCDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19739,RE3273C_pos,RE3273,Phosphatidylinositol_phosphate_metabolism,Precursor,PLD2
19740,INOSTO_pos,inositol_oxygenase,Inositol_phosphate_metabolism,Precursor,MIOX
19741,CDIPTr_pos,phosphatidylinositol_synthase_(Homo_sapiens),Glycerophospholipid_metabolism,Precursor,CDIPT
19742,CDS_pos,phosphatidate_cytidylyltransferase,Glycerophospholipid_metabolism,Precursor,CDS1
19743,3HLYTCL_pos,3-Hydroxy-L-tyrosine_carboxy-lyase,Tyrosine_metabolism,Precursor,DDC
19744,DNDPt6m_pos,dATP_transport_via_dGDP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19745,HEXDICOAACBPx_pos,transport_of_hexadecanedioyl_coa,Fatty_acid_oxidation,Precursor,DBI
19746,FAOXC14DCC12DCx_pos,fatty_acid_beta_oxidation(C14DC-->C12DC)x,Fatty_acid_oxidation,Precursor,ACAA1B
19747,FAOXC12DCx_pos,production_of_dodecanedioyl_carnitine,Fatty_acid_oxidation,Precursor,CROT
19748,FAOXC12DCTc_pos,transport_of_dodecanedioyl_carnitine_into_cytosol,Fatty_acid_oxidation,Precursor,SLC25A20
19749,FAOXC16DCC14DCx_pos,fatty_acid_beta_oxidation(C16DC-->C14DC)x,Fatty_acid_oxidation,Precursor,ACAA1B
19750,TRDR2_pos,Thioredoxin_(ubiquinone_10)_reductase_(NADPH),Miscellaneous,Precursor,TXNRD1
19751,RE0827E_pos,RE0827,Urea_cycle,Precursor,AOC1
19752,ARACHCRNt_pos,transport_into_the_mitochondria_(carnitine),Fatty_acid_oxidation,Precursor,SLC25A20
19753,ARACHCPT1_pos,carnitine_transferase,Fatty_acid_oxidation,Precursor,CPT1A
19754,FAOXC200180m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19755,ARACHCPT2_pos,carnitine_transferase,Fatty_acid_oxidation,Precursor,CPT2
19756,FUCASEly_pos,alpha-fucosidase__lysosomal,N-glycan_degradation,Precursor,FUCA1
19757,r0145_pos,L-Arginine_NADPH:oxygen_oxidoreductase_(nitric-oxide-forming)_Arginine_and_proline_metabolism_EC:1.14.13.39,Arginine_and_Proline_Metabolism,Precursor,NOS1
19758,NTD2e_pos,5'-nucleotidase_(UMP)__extracellular,Nucleotide_interconversion,Precursor,NT5E
19759,H2CO3D_pos,carboxylic_acid_dissociation,Miscellaneous,Precursor,CAR1
19760,URIt_pos,uridine_facilated_transport_in_cytosol,Transport__extracellular,Precursor,SLC29A1
19761,r1418_pos,Carbonic_acid_hydro-lyase_Nitrogen_metabolism_EC:4.2.1.1,Unassigned,Precursor,CAR1
19762,MM7Ag_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1C1
19763,MM6ag_pos,mannosyl-oligosaccharide_1_2-alpha-mannosidase__Golgi_apparatus,N-glycan_synthesis,Precursor,MAN1C1
19764,PYNP2r_pos,pyrimidine-nucleoside_phosphorylase_(uracil),Pyrimidine_catabolism,Precursor,UPP1
19765,CEPTC_pos,choline_phosphotransferase,Glycerophospholipid_metabolism,Precursor,CEPT1
19766,CHLPCTD_pos,choline_phosphate_cytididyltransferase,Glycerophospholipid_metabolism,Precursor,PCYT1A
19767,H2CO3D_neg,carboxylic_acid_dissociation,Miscellaneous,Precursor,CAR1
19768,DAGK_hs_neg,Diacylglycerol_phosphate_kinase_(homo_sapiens),Glycerophospholipid_metabolism,Precursor,DGKA
19769,r1418_neg,Carbonic_acid_hydro-lyase_Nitrogen_metabolism_EC:4.2.1.1,Unassigned,Precursor,CAR1
19770,FAOXC12DCC10DCx_pos,fatty_acid_beta_oxidation(C12DC-->C10DC)x,Fatty_acid_oxidation,Precursor,ACAA1B
19771,SEBCOACROT_pos,production_of_sebacoyl_carnitine,Fatty_acid_oxidation,Precursor,CROT
19772,C10DCCACT_pos,transport_of_sebacoyl_carnitine_into_cytosol,Fatty_acid_oxidation,Precursor,SLC25A20
19773,PDHm_pos,pyruvate_dehydrogenase,Glycolysis/gluconeogenesis,Precursor,DLAT
19774,F1PGT_pos,fucose-1-phosphate_guanylyltransferase,Fructose_and_mannose_metabolism,Precursor,FPGT
19775,FK_pos,Fucokinase,Fructose_and_mannose_metabolism,Precursor,FUK
19776,FAOXC16DCr_pos,fatty_acid_activation(C16DC)er,Fatty_acid_oxidation,Precursor,ACSL5
19777,FAOXC16OHC16r_pos,fatty_acid_omega_oxidation(C16-->w-OHC16)er,Fatty_acid_oxidation,Precursor,CYP4F15
19778,FAOXOHC16C16DCc_pos,fatty_acid_omega_oxidation(w-OHC16-->C16DC)c,Fatty_acid_oxidation,Precursor,ADH5
19779,C16DCc_pos,production_of_hexadecanedioylcarnitine,Fatty_acid_oxidation,Precursor,CPT1A
19780,HEXDICOAACBP_pos,transport_of_hexadecanedioyl_coa,Fatty_acid_oxidation,Precursor,DBI
19781,MMCDm_pos,Methylmalonyl-CoA_decarboxylase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,MLYCD
19782,PPCOACm_pos,Propionyl-CoA_carboxylase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,PCCA
19783,P4501B1r_pos,cytochrome_P450_1B1,Steroid_metabolism,Precursor,CYP1B1
19784,CYStec_pos,L-cysteine_transport_via_diffusion_(extracellular_to_cytosol),Transport__extracellular,Precursor,SLC43A2
19785,FAOXC2242046m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19786,ADRNCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Precursor,CPT1A
19787,ADRNCPT2_pos,carnitine_transferase,Fatty_acid_oxidation,Precursor,CPT2
19788,ADRNCRNt_pos,transport_into_the_mitochondria_(carnitine),Fatty_acid_oxidation,Precursor,SLC25A20
19789,IDHPOXOX4_pos,Iodide:hydrogen-peroxide_oxidoreductase_4,Tyrosine_metabolism,Precursor,TPO
19790,THYPX_pos,thyroid_peroxidase,Tyrosine_metabolism,Precursor,TPO
19791,IDHPOXOX2b_pos,Iodide:hydrogen-peroxide_oxidoreductase_2,Tyrosine_metabolism,Precursor,TPO
19792,RE1804M_pos,RE1804,Bile_acid_synthesis,Precursor,CYP27A1
19793,VLCS2p_pos,Very-long-chain-fatty-acid-CoA_ligase,Bile_acid_synthesis,Precursor,SLC27A2
19794,P45027A14m_pos,5-beta-cytochrome_P450__family_27__subfamily_A__polypeptide_1,Bile_acid_synthesis,Precursor,CYP27A1
19795,RE1807M_pos,RE1807,Bile_acid_synthesis,Precursor,CYP27A1
19796,HACD1m_neg,3-hydroxyacyl-CoA_dehydrogenase_(acetoacetyl-CoA)_(mitochondria),Tryptophan_metabolism,Precursor,HADH
19797,ECOAH1m_neg,3-hydroxyacyl-CoA_dehydratase_(3-hydroxybutanoyl-CoA)_(mitochondria),Tryptophan_metabolism,Precursor,AUH
19798,C3STDH1r_pos,C-3_sterol_dehydrogenase_(4-methylzymosterol),Cholesterol_metabolism,Precursor,NSDHL
19799,DSREDUCr_pos,Desmosterol_reductase,Squalene_and_cholesterol_synthesis,Precursor,DHCR24
19800,FAOXC226_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19801,r1380_pos,delta24-sterol_reductase_Biosynthesis_of_steroids_EC:1.3.1.72,Cholesterol_metabolism,Precursor,DHCR24
19802,THMMPt4_pos,Thiamine_monophosphate_transport_in_via_anion_antiport,Transport__extracellular,Precursor,SLC19A1
19803,C4STMO2r_pos,C-4_methyl_sterol_oxidase,Cholesterol_metabolism,Precursor,MSMO1
19804,VALTAm_pos,valine_transaminase__mitochondiral,Valine__leucine__and_isoleucine_metabolism,Precursor,BCAT2
19805,IPDDIx_pos,isopentenyl-diphosphate_D-isomerase,Cholesterol_metabolism,Precursor,GM9745
19806,DMATTx_pos,dimethylallyltranstransferase,Cholesterol_metabolism,Precursor,FDPS
19807,GRTTx_pos,geranyltranstransferase,Cholesterol_metabolism,Precursor,FDPS
19808,r0780_neg,4_4-dimethyl-5a-cholesta-8_24-dien-3b-ol:NADP+_D14-oxidoreductase_Biosynthesis_of_steroids_EC:1.3.1.70,Cholesterol_metabolism,Precursor,TM7SF2
19809,C3STDH1Pr_pos,C-3_sterol_dehydrogenase_(4-methylzymosterol),Cholesterol_metabolism,Precursor,NSDHL
19810,SQLEr_pos,Squalene_epoxidase__endoplasmic_reticular_(NADP),Cholesterol_metabolism,Precursor,SQLE
19811,r0781_pos,Lanosterol_NADPH:oxygen_oxidoreductase_(14-methyl_cleaving)_Biosynthesis_of_steroids_EC:1.14.13.70,Cholesterol_metabolism,Precursor,CYP51
19812,C4STMO1r_pos,C-4_sterol_methyl_oxidase_(4_4-dimethylzymosterol),Cholesterol_metabolism,Precursor,MSMO1
19813,C3STKR2r_pos,C-3_sterol_keto_reductase_(zymosterol),Cholesterol_metabolism,Precursor,HSD17B4
19814,C4STMO2Pr_pos,C-4_methyl_sterol_oxidase,Cholesterol_metabolism,Precursor,NSDHL
19815,LSTO2r_pos,Lathosterol_oxidase,Cholesterol_metabolism,Precursor,CYP7A1
19816,LNSTLSr_pos,lanosterol_synthase,Cholesterol_metabolism,Precursor,LSS
19817,LSTO1r_pos,Lathosterol_oxidase,Cholesterol_metabolism,Precursor,SC5D
19818,DHCR71r_pos,7-dehydrocholesterol_reductase,Cholesterol_metabolism,Precursor,DHCR7
19819,DHCR243r_pos,24-dehydrocholesterol_reductase_[Precursor],Cholesterol_metabolism,Precursor,DHCR24
19820,IPDDI_pos,isopentenyl-diphosphate_D-isomerase,Squalene_and_cholesterol_synthesis,Precursor,GM9745
19821,r1381_neg,5alpha-Cholest-7-en-3beta-ol_delta7-delta8-isomerase_Biosynthesis_of_steroids_EC:5.3.3.5,Cholesterol_metabolism,Precursor,EBP
19822,DMATT_pos,dimethylallyltranstransferase,Cholesterol_metabolism,Precursor,GGPS1
19823,GRTT_pos,geranyltranstransferase,Cholesterol_metabolism,Precursor,GGPS1
19824,DNDPt45m_pos,dTTP_transport_via_ADP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19825,3AIBTm_pos,L-3-aminoisobutyrate_transaminase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,ABAT
19826,3AIBtm_pos,3-amino-isobutyrate_transport__mitochondrial,Transport__mitochondrial,Precursor,ABAT
19827,r0170_pos,Farnesyl-diphosphate:farnesyl-diphosphate_farnesyltransferase_Biosynthesis_of_steroids_EC:2.5.1.21,Cholesterol_metabolism,Precursor,FDFT1
19828,r0575_pos,Presqualene_diphosphate:farnesyl-diphosphate_farnesyltransferase_Biosynthesis_of_steroids_EC:2.5.1.21,Cholesterol_metabolism,Precursor,FDFT1
19829,FAOXC183C163Gm_pos,fatty_acid_beta_oxidation(C18:3-->C16:3)gm,Fatty_acid_oxidation,Precursor,ACADVL
19830,FAOXC163C164Gm_pos,fatty_acid_beta_oxidation(C16:3-->C16:4)gm,Fatty_acid_oxidation,Precursor,ACADVL
19831,FAOXC163GC142m_pos,fatty_acid_beta_oxidation(C16:3-->C14:2)gm,Fatty_acid_oxidation,Precursor,HADHA
19832,FAOXC163Gm_pos,isomerization(C16:3)gm,Fatty_acid_oxidation,Precursor,ECI1
19833,FAOXC164GC163m_pos,fatty_acid_beta_oxidation(C16:4-->C16:3)gm,Fatty_acid_oxidation,Precursor,DECR1
19834,F6Tg_pos,glycoprotein_6-alpha-L-fucosyltransferase,N-glycan_synthesis,Precursor,FUT8
19835,G14Tg_pos,beta-N-acetylglucosaminylglycopeptide_beta-1_4-galactosyltransferase,N-glycan_synthesis,Precursor,B4GALT1
19836,S26Tg_pos,beta-galactoside_alpha-2_6-sialyltransferase,N-glycan_synthesis,Precursor,ST6GAL1
19837,SIAASEly_pos,sialidase__lysosomal,N-glycan_degradation,Precursor,CTSA
19838,GASNASEly_pos,glycosylasparaginase__lysosomal,N-glycan_degradation,Precursor,AGA
19839,GALASE1ly_pos,beta-galactosidase__lysosomal,N-glycan_degradation,Precursor,CTSA
19840,AHEXASEly_pos,beta-N-acetylhexosaminidase__lysosomal,N-glycan_degradation,Precursor,HEXA
19841,DHDPBMTm_pos,dihydroxydecaprenylbenzoate_methyltransferase,Ubiquinone_synthesis,Precursor,COQ3
19842,COQ3m_pos,methyltransferase_COQ3,Ubiquinone_synthesis,Precursor,COQ3
19843,FUCASEe_pos,alpha-fucosidase__extracellular,N-glycan_degradation,Precursor,FUCA2
19844,COQ7m_pos,Ubiquinone_biosynthesis_COQ7,Ubiquinone_synthesis,Precursor,COQ7
19845,COQ6m_pos,Ubiquinone_biosynthesis_monooxgenase_COQ6,Ubiquinone_synthesis,Precursor,COQ6
19846,HBZOPT10m_pos,Hydroxybenzoate_Decaprenyltransferase,Ubiquinone_synthesis,Precursor,COQ2
19847,TYRTAm_pos,tyrosine_transaminase__mitochondrial,Tyrosine_metabolism,Precursor,GOT2
19848,ACCOAC_pos,acetyl-CoA_carboxylase,Fatty_acid_oxidation,Precursor,ACACA
19849,MCD_pos,Malonyl-CoA_Decarboxylase_cytoplasmic,Fatty_acid_oxidation,Precursor,MLYCD
19850,r0739_neg,alcohol_dehydrogenase_Bile_acid_biosynthesis_EC:1.1.1.1,Bile_acid_synthesis,Precursor,ADH1
19851,DNDPt2m_pos,dATP_transport_via_ATP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19852,ACNAMlt_neg,N-acetylneuraminate_transport_into_lysososme,Transport__lysosomal,Precursor,SLC17A5
19853,RPEc_neg,ribulose_5-phosphate_3-epimerase,Pentose_phosphate_pathway,Precursor,RPE
19854,FAOXC101C102m_pos,fatty_acid_beta_oxidation(C10:1-->C10:2)m,Fatty_acid_oxidation,Precursor,ACADM
19855,FAOXC142C122m_pos,fatty_acid_beta_oxidation(C14:2-->C12:2)m,Fatty_acid_oxidation,Precursor,ACADVL
19856,FAOXC122C101m_pos,fatty_acid_beta_oxidation(C12:2-->C10:1)m,Fatty_acid_oxidation,Precursor,ACAA2
19857,FAOXC102C101m_pos,reduction(C10:2-->C10:1)m,Fatty_acid_oxidation,Precursor,DECR1
19858,FAOXC122m_pos,isomerization(C12:2)m,Fatty_acid_oxidation,Precursor,ECI1
19859,DNDPt56m_pos,dCTP_transport_via_ATP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19860,PYNP2r_neg,pyrimidine-nucleoside_phosphorylase_(uracil),Pyrimidine_catabolism,Precursor,UPP1
19861,RE3301C_pos,RE3301,Glycerophospholipid_metabolism,Precursor,PLD2
19862,DNDPt44m_pos,dTTP_transport_via_ATP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19863,r0403_pos,L-Tryptophan_tetrahydrobiopterin:oxygen_oxidoreductase_(5-hydroxylating)_Tryptophan_metabolism_EC:1.14.16.4,Tetrahydrobiopterin_metabolism,Precursor,TPH1
19864,5HLTDL_pos,5-Hydroxy-L-tryptophan_decarboxy-lyase,Tryptophan_metabolism,Precursor,DDC
19865,P45011A1m_pos,Cytochrome_P450_11A1__mitochondrial_[Precursor],Steroid_metabolism,Precursor,CYP11A1
19866,HSD3B11_pos,3_beta-hydroxysteroid_dehydrogenase/delta_5-->4-isomerase_type_I,Steroid_metabolism,Precursor,HSD3B2
19867,5HTRPVESSEC_pos,5-hydroxy-L-tryptophan_secretion_via_secretory_vesicle_(ATP_driven),Transport__extracellular,Precursor,SLC18A1
19868,FAOXC226205m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
19869,C226CPT2_pos,C226_transport_into_the_mitochondria,Fatty_acid_oxidation,Precursor,CPT2
19870,C226CPT1_pos,carnitine_C22:6_transferase,Fatty_acid_oxidation,Precursor,CPT1A
19871,CBPSam_pos,carbamoyl-phosphate_synthase_(ammonia)_(mitochondria,Glutamate_metabolism,Precursor,CPS1
19872,B3GNT33g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Precursor,B3GNT3
19873,B3GNT32g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Precursor,B3GNT3
19874,B3GNT31g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Precursor,B3GNT3
19875,FACOAL2251_neg,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Precursor,ACSL1
19876,FAS80COA_L_pos,fatty_acyl-CoA_synthase_(n-C8:0CoA)__lumped_reaction,Fatty_acid_synthesis,Precursor,FASN
19877,VLCSr_pos,Very-long-chain-fatty-acid-CoA_ligase,Bile_acid_synthesis,Precursor,SLC27A2
19878,PI34P5K_pos,phosphatidylinositol_3_4-bisphosphate_5-kinase,Inositol_phosphate_metabolism,Precursor,PIP5K1A
19879,PI345P5P_pos,phosphatidylinositol-3_4_5-trisphosphate_5-phosphatase,Inositol_phosphate_metabolism,Precursor,INPP5A
19880,r0208_pos,GTP:alpha-D-mannose-1-phosphate_guanylyltransferase_Fructose_and_mannose_metabolism_EC:2.7.7.13,Fructose_and_mannose_metabolism,Precursor,GMPPA
19881,APAT2rm_pos,3-Aminopropanoate:2-oxoglutarate_aminotransferase_(m),beta-Alanine_metabolism,Precursor,ABAT
19882,MMSAD3m_pos,methylmalonate-semialdehyde_dehydrogenase_(malonic_semialdehyde)__mitochondrial,Propanoate_metabolism,Precursor,ALDH6A1
19883,FAOXC22C22DCHYr_pos,fatty_acid_omega_oxidation_by_hydroxylases(C22-->C22DC)er,Fatty_acid_oxidation,Precursor,CYP4F15
19884,SR5ARr_pos,3-oxo-5-alpha-steroid_4-dehydrogenase,Steroid_metabolism,Precursor,SRD5A1
19885,r0797_pos,glycine_N-choloyltransferase_EC:2.3.1.65,Bile_acid_synthesis,Precursor,BAAT
19886,SR5AR2r_pos,3-oxo-5-alpha-steroid_4-dehydrogenase,Steroid_metabolism,Precursor,SRD5A1
19887,RE2974C_pos,RE2974,Phosphatidylinositol_phosphate_metabolism,Precursor,PIP4K2A
19888,RE2973C_neg,RE2973,Phosphatidylinositol_phosphate_metabolism,Precursor,PIK3C2A
